uf,cep,cnpj,pais,email,porte,bairro,numero,ddd_fax,municipio,logradouro,cnae_fiscal,codigo_pais,complemento,codigo_porte,razao_social,nome_fantasia,capital_social,ddd_telefone_1,ddd_telefone_2,opcao_pelo_mei,descricao_porte,codigo_municipio,natureza_juridica,situacao_especial,opcao_pelo_simples,situacao_cadastral,data_opcao_pelo_mei,data_exclusao_do_mei,cnae_fiscal_descricao,codigo_municipio_ibge,data_inicio_atividade,data_situacao_especial,data_opcao_pelo_simples,data_situacao_cadastral,nome_cidade_no_exterior,codigo_natureza_juridica,data_exclusao_do_simples,motivo_situacao_cadastral,ente_federativo_responsavel,identificador_matriz_filial,qualificacao_do_responsavel,descricao_situacao_cadastral,descricao_tipo_de_logradouro,descricao_motivo_situacao_cadastral,descricao_identificador_matriz_filial
MG,39680000,02685257000150,,,MICRO EMPRESA,CENTRO,23,3335161806,CAPELINHA,ANTONIO PAULINO RIBEIRO,5611201,,,1,UMBERTO CORDEIRO DE OLIVEIRA,BAR DO 1 BERTO,15000,3335161806,,False,,4245,Empresário (Individual),,True,2,,,Restaurantes e similares,3112307,1998-08-18,,2007-07-01,2005-04-23,,2135,,0,,1,50,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,35502473,08221047000197,,,DEMAIS,TIETE,420,3732215553,DIVINOPOLIS,RIO DO SONO,3101200,,,5,ACHEI INDUSTRIA DE MOVEIS LTDA,,2000000,3732215553,,False,,4445,Sociedade Empresária Limitada,,False,2,,,Fabricação de móveis com predominância de madeira,3122306,2006-08-10,,2007-07-01,2006-08-10,,2062,2020-12-31,0,,1,5,ATIVA,ALAMEDA,SEM MOTIVO,MATRIZ
MG,39680000,17212826000117,,,MICRO EMPRESA,CENTRO,133,3337641465,CAPELINHA,GOVERNADOR VALADARES,7490103,,SALA 102,1,TOPOCAD ENGENHARIA E CONSULTORIA LTDA,TOPOCAD ENGENHARIA E CONSULTORIA,30000,3335163367,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,3112307,2012-11-27,,2015-01-01,2012-11-27,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39790000,19618423000106,,,MICRO EMPRESA,VILA NOVA RESPLENDOR,117,,AGUA BOA,PARANA,4924800,,,1,OZINARIO TRANSPORTES LTDA,OZINARIO TRANSPORTES,105000,3335151803,,False,,4011,Sociedade Empresária Limitada,,True,2,,,Transporte escolar,3100609,2014-01-29,,2015-01-01,2014-01-29,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,15487387000120,,,MICRO EMPRESA,CENTRO,156,,CAPELINHA,RIO BRANCO,4743100,,,1,VIDRACARIA ACRIBOX LTDA,,120000,3335162222,3335164425,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de vidros,3112307,2012-05-07,,2012-05-07,2012-05-07,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,19725696000141,,,MICRO EMPRESA,PLANALTO,20,3335161306,CAPELINHA,GUARANI,6190601,,,1,MARAVILHA DO VALE EMPREENDIMENTOS LTDA,MARAVILHA DO VALE EMPREENDIMENTOS,300000,3335163998,3192749722,False,,4245,Sociedade Empresária Limitada,,True,2,,,Provedores de acesso às redes de comunicações,3112307,1984-11-01,,2021-01-01,2020-07-20,,2062,2023-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,20753858000134,,,MICRO EMPRESA,CENTRO,28,,CAPELINHA,DO POVO,6110803,,LETRA B,1,SUPRINET SOLUCOES EM INTERNET LTDA,SPN TELECOM,160000,3335163278,3835261224,False,,4245,Sociedade Empresária Limitada,,True,2,,,Serviços de comunicação multimídia - SCM,3112307,2014-08-01,,2014-08-01,2014-08-01,,2062,,0,,1,49,ATIVA,PRACA,SEM MOTIVO,MATRIZ
MG,39680000,30128056000197,,,MICRO EMPRESA,CENTRO,1932,,CAPELINHA,ANEL RODOVIARIO,4530703,,,1,ALVES FERREIRA BATERIAS LTDA,CASA DAS BATERIAS,100000,3391070577,,False,,4245,Sociedade Empresária Limitada,,False,8,2018-04-06,2021-12-31,Comércio a varejo de peças e acessórios novos para veículos automotores,3112307,2018-04-06,,2018-04-06,2023-05-19,,2062,2023-05-19,1,,1,49,BAIXADA,ANEL VIARIO,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MATRIZ
MG,30130040,76535764000739,,,DEMAIS,SERRA,16,3132294166,BELO HORIZONTE,MILTON CAMPOS,6110801,,ANDAR: 6 PARTE;,5,OI S.A. - EM RECUPERACAO JUDICIAL,OI,32538937000,3188730915,,,,4123,Sociedade Anônima Aberta,,,2,,,Serviços de telefonia fixa comutada - STFC,3106200,2003-11-14,,,2005-11-03,,2046,,0,,2,64,ATIVA,PRACA,SEM MOTIVO,FILIAL
MG,39680000,19229921000159,,,DEMAIS,CENTRO,58,,CAPELINHA,INACIO MURTA,8411600,,,5,MUNICIPIO DE CAPELINHA,CAPELINHA PREFEITURA GABINETE DO PREFEITO,0,,,,,4245,Município,,,2,,,Administração pública em geral,3112307,1969-12-31,,,2005-11-03,,1244,,0,CAPELINHA - MG,1,5,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,21467065000111,,,EMPRESA DE PEQUENO PORTE,VISTA ALEGRE,897,,CAPELINHA,TICO NEVES,3314702,,LETRA A,3,SAPE HIDRAULICA LTDA,SAPE HIDRAULICA,60000,3391215274,,False,,4245,Sociedade Empresária Limitada,,True,2,2014-11-25,2020-12-31,"Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas",3112307,2014-11-25,,2014-11-25,2014-11-25,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,23947548000149,,,EMPRESA DE PEQUENO PORTE,PLANALTO,729,,CAPELINHA,DOUTOR HERMELINDO,7739099,,,3,LEONARDO C VILARINO DE SOUZA,MAQUIMPRESS DO BRASIL,25000,3335164004,,False,,4245,Empresário (Individual),,True,2,2016-01-11,2018-06-30,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",3112307,2016-01-11,,2016-01-11,2016-01-11,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,27777300000138,,,MICRO EMPRESA,JARDIM AEROPORTO,250,,CAPELINHA,MEXICO,4924800,,,1,JOSE JOAO RODRIGUES AZEVEDO 04492075607,MANDA SAIA TRANSPORTES,60000,3399927099,,False,,4245,Empresário (Individual),,True,2,2017-05-19,2018-01-31,Transporte escolar,3112307,2017-05-19,,2017-05-19,2017-05-19,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,25187914000134,,,MICRO EMPRESA,CENTRO,156,,CAPELINHA,GOVERNADOR VALADARES,4924800,,SALA A,1,COELHO DE JESUS SERVICOS LTDA,ATR TRANSPORTES LA BONITA,30000,3391611119,,False,,4245,Sociedade Empresária Limitada,,True,2,2016-07-12,2022-08-31,Transporte escolar,3112307,2016-07-12,,2016-07-12,2016-07-12,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,00331924000170,,,DEMAIS,VISTA ALEGRE,126,3335161306,CAPELINHA,DIAMANTE,9430800,,,5,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAPELINHA,APAE,0,3335163272,3335161306,,,4245,Associação Privada,,,2,,,Atividades de associações de defesa de direitos sociais,3112307,1994-11-28,,,1998-07-28,,3999,,0,,1,16,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,25187914000134,,,MICRO EMPRESA,CENTRO,156,,CAPELINHA,GOVERNADOR VALADARES,4924800,,SALA A,1,COELHO DE JESUS SERVICOS LTDA,ATR TRANSPORTES LA BONITA,30000,3391611119,,False,,4245,Sociedade Empresária Limitada,,True,2,2016-07-12,2022-08-31,Transporte escolar,3112307,2016-07-12,,2016-07-12,2016-07-12,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
SP,02532011,30105413000100,,,DEMAIS,PARQUE PERUCHE,1203,,SAO PAULO,AGUAS VIRTUOSAS,4511103,,,5,P EQUIPAMENTOS E SERVICO LTDA,IPI MC,80000,1122561528,,False,,7107,Sociedade Empresária Limitada,,False,2,,,"Comércio por atacado de automóveis, camionetas e utilitários novos e usados",3550308,2018-04-04,,2018-04-04,2018-04-04,,2062,2019-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,00331924000170,,,DEMAIS,VISTA ALEGRE,126,3335161306,CAPELINHA,DIAMANTE,9430800,,,5,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE CAPELINHA,APAE,0,3335163272,3335161306,,,4245,Associação Privada,,,2,,,Atividades de associações de defesa de direitos sociais,3112307,1994-11-28,,,1998-07-28,,3999,,0,,1,16,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
ES,29770000,44506209000105,,,DEMAIS,CENTRO,400,,MANTENOPOLIS,SAO GERALDO,4651601,,,5,ES LICITACOES REGIONAIS LTDA,ES LICITACOES,400000,2737581791,,False,,5665,Sociedade Empresária Limitada,,False,2,,,Comércio atacadista de equipamentos de informática,3203304,2021-12-07,,2021-12-07,2021-12-07,,2062,2022-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
SP,06541078,05340639000130,,,DEMAIS,ALPHAVILLE,11,1636644188,SANTANA DE PARNAIBA,CANOPO,7020400,,ANDAR 2 SALA 3 CENTRO APOIO II,5,PRIME CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA,,10000000,1141542398,,,,7047,Sociedade Empresária Limitada,,,2,,,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",3547304,2002-10-17,,,2005-09-24,,2062,,0,,1,49,ATIVA,CALCADA,SEM MOTIVO,MATRIZ
MG,39680000,11642284000136,,,MICRO EMPRESA,DAS NACOES,610,,CAPELINHA,ANTARTIDA,4520001,,LOJA 01,1,SOUZA TRANSPORTES E MECANICA CAPELINHA UNIPESSOAL LTDA,,100000,3335163318,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Serviços de manutenção e reparação mecânica de veículos automotores,3112307,2010-03-05,,2010-03-05,2010-03-05,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,25191289000102,,,MICRO EMPRESA,CENTRO,587,3835212497,CAPELINHA,RAUL COELHO,4753900,,,1,ADRIANO SANTOS LTDA,,300000,3335164425,3335162257,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,3112307,1988-05-05,,2014-01-01,2006-03-07,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,24834589000191,,,MICRO EMPRESA,CENTRO,1311,3335162457,CAPELINHA,GOVERNADOR VALADARES,4120400,,LETRA A,1,CAMPOS LOCADORA DE VEICULOS LTDA,CONSTRUTORA VDL,300000,3335162457,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Construção de edifícios,3112307,2016-05-19,,2016-05-19,2016-05-19,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,09285455000175,,,MICRO EMPRESA,CENTRO,350,3335161996,CAPELINHA,GOVERNADOR VALADARES,4751201,,,1,MM ELETRONICOS E INFORMATICA LTDA,MAXIMUS TECNOLOGIA,50000,3335161996,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista especializado de equipamentos e suprimentos de informática,3112307,2007-11-08,,2008-01-21,2007-11-08,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,30051293000105,,,MICRO EMPRESA,CENTRO,67,,CAPELINHA,DELFIM MOREIRA,7739003,,LETRA A,1,LUCINEIA EVENTOS & CIA LTDA,ESTRUTURAS REM,25000,3391506000,,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",3112307,2018-03-27,,2018-03-27,2018-03-27,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,37036038000124,,,MICRO EMPRESA,CENTRO,200,,CAPELINHA,JUCA SOYER,3299003,,CASA,1,UNIAO FABRICA E COMERCIO DE PLACAS AUTOMOTIVAS LTDA,AUTOMOTIVE PLACAS,50000,3391244704,,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos",3112307,2020-04-29,,2021-01-01,2020-04-29,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
ES,29306320,38427451000182,,,MICRO EMPRESA,INDEPENDENCIA,105,,CACHOEIRO DE ITAPEMIRIM,MOREIRA,7319002,,,1,TREM BARATO ELETROMOVEIS E SERVICOS ADMINISTRATIVOS LTDA,TREM BARATO ELETRO MOVEIS E SERVICOS,105000,3788282717,,False,,5623,Sociedade Empresária Limitada,,False,8,,,Promoção de vendas,3201209,2020-09-11,,2020-09-11,2023-04-20,,2062,2021-12-31,1,,1,49,BAIXADA,RUA,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MATRIZ
MG,39680000,07735093000141,,,EMPRESA DE PEQUENO PORTE,BURACAO,509,3335164216,CAPELINHA,CAMPOS SALES,4712100,,,3,GRACILLIUS COMERCIO & SERVICOS LTDA,GRACILLIUS COMERCIO & SERVICOS,660000,3335161151,,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",3112307,2005-11-17,,2022-01-01,2005-11-17,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,65242349000185,,,MICRO EMPRESA,AGUA SANTA,53,,CAPELINHA,INACIO MURTA,4712100,,,1,COMERCIAL AGUA SANTA LTDA,,20000,3335161775,,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",3112307,1993-01-28,,2008-01-01,2005-11-03,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35042270,20621728000148,,,EMPRESA DE PEQUENO PORTE,IPE,2615,,GOVERNADOR VALADARES,RIO BAHIA,2212900,,,3,SOCIEDADE COELHO LTDA,REFORMADORA BELO VALE,18257,,,False,,4553,Sociedade Empresária Limitada,,True,2,,,Reforma de pneumáticos usados,3127701,1970-03-24,,2017-01-01,2005-09-24,,2062,,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,17419612000116,,,EMPRESA DE PEQUENO PORTE,CENTRO,93,3335164216,CAPELINHA,DOUTOR HERMELINDO,4645101,,LETRA A,3,MINAS UTILIDADES LTDA,MINAS UTILIDADES,100000,3335161151,3335164216,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",3112307,2013-01-16,,2020-01-01,2013-01-16,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,17284144000110,,,MICRO EMPRESA,PLANALTO,S/N,,CAPELINHA,BR 120 KM 49,7711000,,,1,MEGADIESEL LTDA,MEGADIESEL,50000,3335164425,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Locação de automóveis sem condutor,3112307,2012-12-11,,2012-12-11,2012-12-11,,2062,,0,,1,49,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,30140093,42387427000134,,,MICRO EMPRESA,BARRO PRETO,3183,,BELO HORIZONTE,GONCALVES DIAS,4651601,,LOJA B,1,PANTANAL INFORMATICA LTDA,PANTANAL INFORMATICA,40000,3131154419,,,,4123,Sociedade Empresária Limitada,,,2,,,Comércio atacadista de equipamentos de informática,3106200,2021-06-18,,,2021-06-18,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,43643013000191,,,MICRO EMPRESA,JARDIM AEROPORTO,1105,,CAPELINHA,TANCREDO NEVES,4744099,,LOJA 1,1,REAL CASA DE MATERIAIS DE CONSTRUCAO LTDA,MAIS REAL MATERIAIS DE CONSTRUCAO,280000,3391971361,,False,,4245,Sociedade Empresária Limitada,,False,2,,,Comércio varejista de materiais de construção em geral,3112307,2021-09-24,,2021-09-24,2021-09-24,,2062,2023-05-31,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
MG,39680000,18361875000184,,,EMPRESA DE PEQUENO PORTE,CENTRO,415,3335164216,CAPELINHA,GOVERNADOR VALADARES,4744099,,,3,ARAUJO & QUADROS MATERIAIS DE CONSTRUCAO LTDA,CONSTRULIDER MATERIAIS DE CONSTRUCAO,60000,3335164115,,False,,4245,Sociedade Empresária Limitada,,False,2,,,Comércio varejista de materiais de construção em geral,3112307,2013-06-25,,2013-06-25,2013-06-25,,2062,2013-06-25,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,22382184000134,,,MICRO EMPRESA,PONTE NOVA,30,,CAPELINHA,SAO SEBASTIAO,4924800,,,1,HAYLA TRANSPORTES LTDA,HAYLA TRANSPORTES,50000,3391698307,,False,,4245,Sociedade Empresária Limitada,,True,2,2015-05-05,2022-10-31,Transporte escolar,3112307,2015-05-05,,2015-05-05,2015-05-05,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,30130170,27509145000179,,,DEMAIS,BOA VIAGEM,43,3138898020,BELO HORIZONTE,SERGIPE,4761001,,LOJA,5,PORTALPSIC COMERCIO E SERVICO LTDA,,40000,3138898020,,False,,4123,Sociedade Empresária Limitada,,False,2,,,Comércio varejista de livros,3106200,2017-04-11,,2017-04-11,2017-04-11,,2062,2017-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,08464991000175,,,MICRO EMPRESA,CENTRO,764,3335162220,CAPELINHA,JACINTO JOSE RIBEIRO,6190601,,LETRA A,1,STIW SISTEMA DE TELECOMUNICACOES E INFORMATICA WIRELESS LTDA,,500000,3335162220,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Provedores de acesso às redes de comunicações,3112307,2006-11-07,,2023-01-01,2006-11-07,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39660000,26719131000117,,,MICRO EMPRESA,CAMPO,503,,TURMALINA,GOIAS,4754701,,LETRA B,1,KTE COMERCIO DE MOVEIS E REPRESENTACOES LTDA,KTE MOVEIS,35000,3884026074,,False,,5393,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de móveis,3169703,2016-12-15,,2016-12-15,2016-12-15,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,33200356,19084491000124,,,EMPRESA DE PEQUENO PORTE,CENTRO,10,3121118400,VESPASIANO,TIRADENTES,4530701,,GALPAO01 A,3,UNIVERSO AUTO LUB LTDA,B.H. AUTO PECAS E SERVICOS,180000,3196688276,,False,,5425,Sociedade Empresária Limitada,,True,2,2013-10-16,2015-06-30,Comércio por atacado de peças e acessórios novos para veículos automotores,3171204,2013-10-16,,2013-10-16,2013-10-16,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,13460864000138,,,EMPRESA DE PEQUENO PORTE,PIEDADE,235,3335164216,CAPELINHA,ESPIRITO SANTO,4744099,,,3,PIEDADE MATERIAIS DE CONSTRUCOES LTDA,PIEDADE MATERIAIS DE CONSTRUCAO,55000,3335162538,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de materiais de construção em geral,3112307,2011-03-31,,2017-01-01,2011-03-31,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,31210150,01791827000123,,,MICRO EMPRESA,BONFIM,599,,BELO HORIZONTE,BONFIM,4530703,,,1,STRADA CENTRO AUTOMOTIVO COMERCIO DE PECAS E SERVICOS LTDA,REPRESENTACOES ESTRELLA,60000,3132249690,,False,,4123,Sociedade Empresária Limitada,,False,2,,,Comércio a varejo de peças e acessórios novos para veículos automotores,3106200,1997-04-10,,2020-01-01,2022-02-16,,2062,2021-12-31,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,32113498,04443182000126,,,EMPRESA DE PEQUENO PORTE,DISTRITO INDUSTRIAL DOUTOR HELIO PENTAGNA GUIMARAE,595,,CONTAGEM,SINDICALISTA WANDERLEI TEIXEIRA FERNANDES,3101200,,,3,UFFICIO INDUSTRIA E COMERCIO DE MOVEIS LTDA,UFFICIO MOVEIS,600000,3133576299,,False,,4371,Sociedade Empresária Limitada,,False,2,,,Fabricação de móveis com predominância de madeira,3118601,2001-04-23,,2018-01-01,2002-08-10,,2062,2022-05-31,0,,1,49,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
SP,15030400,12363679000162,,,MICRO EMPRESA,PARQUE INDUSTRIAL,2166,,SAO JOSE DO RIO PRETO,OSVALDO CRUZ,4761001,,,1,S. R. DA SILVA LIVROS,UNIVERSAL PRODUTOS EDUCATIVOS,10000,1791723336,,False,,7097,Empresário (Individual),,True,2,,,Comércio varejista de livros,3549805,2010-08-05,,2020-01-01,2010-08-05,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
RS,94920190,01763210000102,,,MICRO EMPRESA,VILA JARDIM AMERICA,703,,CACHOEIRINHA,DOUTOR NILO PECANHA,4763601,,,1,REJANE COMERCIO DE PRODUTOS PEDAGOGICOS LTDA,,130000,5134381352,,False,,8561,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de brinquedos e artigos recreativos,4303103,1997-03-06,,2007-07-01,2004-12-24,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39795000,45249262000122,,,MICRO EMPRESA,MAE DOS HOMENS,34,,SAO SEBASTIAO DO MARANHAO,JOSE FRANKLIN DOS REIS,4520001,,,1,JOAO MARCOS VIEIRA FROIS 14321461650,,18000,3398114012,,True,,5289,Empresário (Individual),,True,2,2022-02-11,,Serviços de manutenção e reparação mecânica de veículos automotores,3164506,2022-02-11,,2022-02-11,2022-02-11,,2135,,0,,1,50,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,18361875000184,,,EMPRESA DE PEQUENO PORTE,CENTRO,415,3335164216,CAPELINHA,GOVERNADOR VALADARES,4744099,,,3,ARAUJO & QUADROS MATERIAIS DE CONSTRUCAO LTDA,CONSTRULIDER MATERIAIS DE CONSTRUCAO,60000,3335164115,,False,,4245,Sociedade Empresária Limitada,,False,2,,,Comércio varejista de materiais de construção em geral,3112307,2013-06-25,,2013-06-25,2013-06-25,,2062,2013-06-25,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,22382184000134,,,MICRO EMPRESA,PONTE NOVA,30,,CAPELINHA,SAO SEBASTIAO,4924800,,,1,HAYLA TRANSPORTES LTDA,HAYLA TRANSPORTES,50000,3391698307,,False,,4245,Sociedade Empresária Limitada,,True,2,2015-05-05,2022-10-31,Transporte escolar,3112307,2015-05-05,,2015-05-05,2015-05-05,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,01478918000103,,,MICRO EMPRESA,CENTRO,595,,CAPELINHA,DR HERMELINDO,8230001,,,1,ZAN LOPES DECORACAO E BUFFET LTDA,FESTAS E CIA,10000,3335163105,3391048543,False,,4245,Sociedade Empresária Limitada,,True,2,,,"Serviços de organização de feiras, congressos, exposições e festas",3112307,1996-10-11,,2014-01-01,2005-11-03,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
GO,74125070,00226324000142,,,EMPRESA DE PEQUENO PORTE,SET OESTE,140,,GOIANIA,R5,4673700,,QUADRAR9 LOTE 19,3,ELETRICA LUZ COMERCIAL DE MATERIAIS ELETRICOS LTDA,ELETRICA LUZ,500000,6239247226,,,,9373,Sociedade Empresária Limitada,,,2,,,Comércio atacadista de material elétrico,5208707,1983-04-11,,,2006-12-01,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,35044220,34736442000112,,,EMPRESA DE PEQUENO PORTE,VILA ISA,992,,GOVERNADOR VALADARES,RANULFO ALVARES,4321500,,TERREOA,3,OZEIAS A PEREIRA LTDA,OITI SMART,100000,3332753215,,False,,4553,Sociedade Empresária Limitada,,True,2,2019-09-02,2021-09-30,Instalação e manutenção elétrica,3127701,2019-09-02,,2019-09-02,2019-09-02,,2062,,0,,1,49,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39680000,44651023000131,,,EMPRESA DE PEQUENO PORTE,APARECIDA,2455,,CAPELINHA,ANEL RODOVIARIO,4744099,,,3,INOVAR MATERIAIS DE CONSTRUCAO LTDA,,500000,3335163897,,False,,4245,Sociedade Empresária Limitada,,True,2,,,Comércio varejista de materiais de construção em geral,3112307,2021-12-21,,2021-12-21,2021-12-21,,2062,,0,,1,49,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,39680000,34028316132107,,,DEMAIS,CENTRO,594,,CAPELINHA,JACINTO JOSE RIBEIRO,5310501,,,5,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,AC CAPELINHA,3403457800,3335161267,,,,4245,Empresa Pública,,,2,,,Atividades do Correio Nacional,3112307,1974-01-30,,,2005-11-03,,2011,,0,,2,16,ATIVA,RUA,SEM MOTIVO,FILIAL
MG,39700000,33210164000100,,,MICRO EMPRESA,CENTRO,14,,PECANHA,GETULIO VARGAS,8630503,,,1,CINPED- CIRURGIA INTENSIVISMO E PEDIATRIA LTDA,CINPED LTDA,15000,3334111399,,,,4971,Sociedade Simples Limitada,,,2,,,Atividade médica ambulatorial restrita a consultas,3148608,2019-03-14,,,2019-03-14,,2240,,0,,1,49,ATIVA,PRACA,SEM MOTIVO,MATRIZ
RS,99740000,02520829000140,,,DEMAIS,CENTRO,180,,BARAO DE COTEGIPE,BR 480,4644301,,,5,DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.,DIMASTER,42915600,5435232600,,,,8533,Sociedade Empresária Limitada,,,2,,,Comércio atacadista de medicamentos e drogas de uso humano,4301701,1998-04-30,,,2000-12-23,,2062,,0,,1,49,ATIVA,RODOVIA,SEM MOTIVO,MATRIZ
MG,39100000,22835076000170,,,DEMAIS,CAZUZA,131,3835311350,DIAMANTINA,ZECA BRUNO,9499500,,SALA: 01; SALA: 03;,5,CONSORCIO INTEGRADO MULTIFINALITARIO DO VALE DO JEQUITINHONHA,CIM JEQUITINHONHA,0,3835312357,3835312597,,,4431,Consórcio Público de Direito Público (Associação Pública),,,2,,,Atividades associativas não especificadas anteriormente,3121605,2015-07-08,,,2015-07-08,,1210,,0,GOUVEIA - MG,1,16,ATIVA,RUA,SEM MOTIVO,MATRIZ
MG,39804000,13220150000152,,,DEMAIS,JARDIM DAS ACACIAS,4319,3337321107,TEOFILO OTONI,ALFREDO SA,8690999,,,5,CONSORCIO INTERMUNICIPAL DE SAUDE DA REDE DE URGENCIA DO NORDESTE/JEQUITINHONHA - CISNORJE,CISNORJE,0,3335210508,,,,5371,Consórcio Público de Direito Público (Associação Pública),,,2,,,Outras atividades de atenção à saúde humana não especificadas anteriormente,3168606,2010-11-14,,,2010-11-14,,1210,,0,TEOFILO OTONI - MG,1,16,ATIVA,AVENIDA,SEM MOTIVO,MATRIZ
